ad_id,campaign_name,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,location,device,keyword
A2893,Data Analytics Course,139.0,4865.0,206.18,25.0,9.0,0.046,1836.0,2024-11-08,Hyderabad,Desktop,data analitics online
A2894,DataAnalyticsCourse,157.0,5890.0,221.53,27.0,7.0,0.046,1122.0,2024-11-11,Hyderabad,Mobile,data anaytics training
A2895,Data Analytics Course,91.0,4010.0,229.84,11.0,6.0,0.046,1634.0,2024-11-02,Hyderabad,Mobile,analytics for data
A2896,Data Analytics Course,91.0,4641.0,182.84,12.0,9.0,0.046,1235.0,2024-11-25,Hyderabad,Mobile,data analitics online
A2897,Data Analytics Course,99.0,5669.0,202.47,24.0,7.0,0.071,1862.0,2024-11-11,Hyderabad,Desktop,online data analytic
A2898,Data Analytics Course,160.0,3000.0,201.69,28.0,9.0,0.056,1103.0,2024-11-16,Hyderabad,Desktop,data analitics online
A2899,Data Analytics Course,139.0,3979.0,241.3,25.0,10.0,0.046,1488.0,2024-11-10,Hyderabad,Desktop,data analytics course
A2900,Data Analytics Course,185.0,4518.5,192.6,23.0,5.0,0.027,1180.0,2024-11-01,Hyderabad,Desktop,learn data analytics
A2901,Data Analytics Course,137.0,5049.0,180.58,26.0,3.0,0.022,1808.0,2024-11-18,Hyderabad,Desktop,data anaytics training
A2902,DataAnalyticsCourse,159.0,3662.0,203.93,20.0,4.0,0.025,1776.0,2024-11-10,Hyderabad,Tablet,data analytics course
A2903,Data Analytics Course,155.0,5822.0,227.47,10.0,4.0,0.046,1373.0,2024-11-28,Hydrebad,Mobile,data analitics online
A2904,DataAnalyticsCourse,103.0,3762.0,187.11,12.0,9.0,0.046,1096.0,2024-11-24,Hyderabad,Mobile,learn data analytics
A2905,DataAnalyticsCourse,134.0,3647.0,209.89,21.0,7.0,0.032,1744.0,2024-11-03,Hyderabad,Desktop,learn data analytics
A2906,Data Analytics Course,128.0,3448.0,235.69,27.0,8.0,0.062,1373.0,2024-11-17,Hyderabad,Desktop,data analytics course
A2907,Data Analytics Course,156.0,3776.0,213.3,30.0,4.0,0.026,1013.0,2024-11-19,Hydrebad,Tablet,online data analytic
A2908,DataAnalyticsCourse,154.0,5763.0,240.35,20.0,10.0,0.046,1816.0,2024-11-25,Hyderabad,Mobile,data analitics online
A2909,Data Analytics Course,176.0,3835.0,210.11,10.0,3.0,0.046,1025.0,2024-11-05,Hyderabad,Tablet,data analytics course
A2910,Data Analytics Course,139.0,4079.0,243.8,23.0,6.0,0.047,1909.0,2024-11-29,Hydrebad,Tablet,learn data analytics
A2911,Data Analytics Course,182.0,4444.0,188.86,19.0,9.0,0.045,1555.0,2024-11-25,Hyderabad,Desktop,data analytics course
A2912,Data Analytics Course,84.0,3859.0,182.85,17.0,8.0,0.095,1145.0,2024-11-09,Hydrebad,Mobile,data anaytics training
A2913,DataAnalyticsCourse,192.0,3752.0,240.61,23.0,8.0,0.042,1504.0,2024-11-13,Hyderabad,Desktop,data analytics course
A2914,Data Analytics Course,133.0,5487.0,243.45,22.0,7.0,0.053,1059.0,2024-11-18,Hyderabad,Desktop,data analitics online
A2915,Data Analytics Course,81.0,4864.0,238.27,15.0,7.0,0.086,1278.0,2024-11-01,Hyderabad,Desktop,analytics for data
A2916,Data Analytics Course,196.0,3834.0,216.22,10.0,3.0,0.046,1727.0,2024-11-03,Hydrebad,Mobile,data analitics online
A2917,DataAnalyticsCourse,103.0,5859.0,210.86,15.0,7.0,0.068,1079.0,2024-11-15,Hydrebad,Mobile,online data analytic
A2918,DataAnalyticsCourse,107.0,4428.0,187.08,28.0,8.0,0.075,1764.0,2024-11-26,Hyderabad,Tablet,data analytics course
A2919,Data Analytics Course,199.0,5649.0,223.62,11.0,4.0,0.02,1075.0,2024-11-22,Hyderabad,Desktop,data analytics course
A2920,Data Analytics Course,133.0,4116.0,248.26,14.0,3.0,0.033,1160.0,2024-11-20,Hyderabad,Mobile,data analytics course
A2921,DataAnalyticsCourse,192.0,5026.0,209.89,25.0,9.0,0.046,1981.0,2024-11-30,Hyderabad,Tablet,data analytics course
A2922,Data Analytics Course,189.0,4969.0,245.1,11.0,9.0,0.046,1993.0,2024-11-05,Hyderabad,Tablet,online data analytic
A2923,Data Analytics Course,197.0,4441.0,220.84,26.0,6.0,0.03,1505.0,2024-11-16,Hyderabad,Desktop,online data analytic
A2924,Data Analytics Course,142.0,4854.0,220.73,25.0,9.0,0.063,1891.0,2024-11-01,Hyderabad,Desktop,data analitics online
A2925,Data Analytics Course,139.0,4010.0,238.31,12.0,3.0,0.046,1895.0,2024-11-05,Hyderabad,Tablet,analytics for data
A2926,Data Analytics Course,134.0,4790.0,182.49,19.0,5.0,0.06,1082.0,2024-11-25,Hyderabad,Desktop,analytics for data
A2927,Data Analytics Course,198.0,4953.0,201.7,22.0,8.0,0.046,1716.0,2024-11-29,Hyderabad,Mobile,data anaytics training
A2928,DataAnalyticsCourse,142.0,4818.0,233.74,24.0,5.0,0.043,1575.0,2024-11-03,Hyderabad,Desktop,analytics for data
A2929,DataAnalyticsCourse,91.0,4394.0,215.57,21.0,7.0,0.046,1926.0,2024-11-15,Hyderabad,Tablet,online data analytic
A2930,Data Analytics Course,81.0,3855.0,185.69,21.0,9.0,0.051,1310.0,2024-11-14,Hyderabad,Desktop,learn data analytics
A2931,Data Analytics Course,160.0,3781.0,241.99,23.0,3.0,0.019,1772.0,2024-11-05,Hyderabad,Tablet,data analitics online
A2932,DataAnalyticsCourse,106.0,3309.0,217.2,25.0,4.0,0.057,1507.0,2024-11-03,Hyderabad,Tablet,data analytics course
A2933,DataAnalyticsCourse,148.0,4930.0,211.01,24.0,6.0,0.058,1378.0,2024-11-19,Hydrebad,Mobile,data anaytics training
A2934,DataAnalyticsCourse,83.0,4830.0,184.98,12.0,10.0,0.12,1041.0,2024-11-01,Hyderabad,Desktop,learn data analytics
A2935,Data Analytics Course,89.0,5422.0,199.91,12.0,6.0,0.067,1903.0,2024-11-09,Hyderabad,Desktop,data anaytics training
A2936,Data Analytics Course,123.0,4658.0,211.76,30.0,3.0,0.024,1201.0,2024-11-15,Hyderabad,Desktop,online data analytic
A2937,Data Analytics Course,103.0,3249.0,232.85,13.0,4.0,0.039,1397.0,2024-11-04,Hyderabad,Desktop,data analytics course
A2938,Data Analytics Course,130.0,4393.0,198.66,19.0,7.0,0.054,1236.0,2024-11-11,Hyderabad,Desktop,data analitics online
A2939,DataAnalyticsCourse,193.0,4953.0,243.75,14.0,3.0,0.016,1118.0,2024-11-04,Hyderabad,Mobile,analytics for data
A2940,DataAnalyticsCourse,185.0,5208.0,227.26,16.0,4.0,0.022,1953.0,2024-11-08,Hyderabad,Mobile,data anaytics training
A2941,Data Analytics Course,163.0,4114.0,224.8,18.0,8.0,0.046,1493.0,2024-11-24,Hyderabad,Desktop,online data analytic
A2942,Data Analytics Course,197.0,3508.0,181.04,20.0,4.0,0.02,1824.0,2024-11-16,Hyderabad,Mobile,data anaytics training
A2943,Data Analytics Course,89.0,5733.0,215.33,22.0,9.0,0.101,1323.0,2024-11-15,Hyderabad,Tablet,data analitics online
A2944,DataAnalyticsCourse,99.0,3948.0,198.65,22.0,4.0,0.04,1444.0,2024-11-19,Hyderabad,Mobile,data anaytics training
A2945,DataAnalyticsCourse,110.0,4488.0,210.69,27.0,10.0,0.046,1872.0,2024-11-12,Hyderabad,Mobile,data anaytics training
A2946,Data Analytics Course,124.0,4747.0,234.97,24.0,10.0,0.081,1505.0,2024-11-17,Hyderabad,Desktop,online data analytic
A2947,DataAnalyticsCourse,120.0,5363.0,221.17,17.0,4.0,0.033,1345.0,2024-11-08,Hyderabad,Tablet,analytics for data
A2948,Data Analytics Course,97.0,4518.5,184.76,25.0,10.0,0.103,1505.0,2024-11-14,Hyderabad,Tablet,data analitics online
A2949,Data Analytics Course,108.0,5611.0,224.38,29.0,8.0,0.074,1886.0,2024-11-11,Hydrebad,Mobile,analytics for data
A2950,DataAnalyticsCourse,143.0,4788.0,213.2,24.0,7.0,0.049,1359.0,2024-11-01,Hydrebad,Desktop,analytics for data
A2951,Data Analytics Course,129.0,5899.0,216.85,15.0,9.0,0.046,1574.0,2024-11-30,Hydrebad,Desktop,data analytics course
A2952,DataAnalyticsCourse,165.0,4121.0,224.59,30.0,7.0,0.042,1569.0,2024-11-03,Hyderabad,Mobile,data analytics course
A2953,Data Analytics Course,155.0,5030.0,234.41,13.0,5.0,0.032,1113.0,2024-11-08,Hyderabad,Mobile,online data analytic
A2954,DataAnalyticsCourse,156.0,3533.0,211.7,22.0,9.0,0.058,1399.0,2024-11-10,Hyderabad,Mobile,data analytics course
A2955,Data Analytics Course,94.0,5751.0,205.37,10.0,9.0,0.096,1155.0,2024-11-19,Hyderabad,Tablet,data analytics course
A2956,DataAnalyticsCourse,170.0,5484.0,210.28,20.0,9.0,0.053,1319.0,2024-11-23,Hyderabad,Tablet,data anaytics training
A2957,DataAnalyticsCourse,90.0,5457.0,233.5,17.0,9.0,0.1,1159.0,2024-11-19,Hyderabad,Desktop,data analytics course
A2958,Data Analytics Course,139.0,3314.0,215.57,26.0,10.0,0.046,1731.0,2024-11-27,Hyderabad,Desktop,analytics for data
A2959,Data Analytics Course,80.0,5808.0,240.44,12.0,4.0,0.036,1542.0,2024-11-16,Hyderabad,Desktop,data analitics online
A2960,Data Analytics Course,166.0,5567.0,199.13,29.0,5.0,0.03,1474.0,2024-11-08,Hyderabad,Mobile,learn data analytics
A2961,DataAnalyticsCourse,149.0,5936.0,246.58,14.0,6.0,0.046,1396.0,2024-11-01,Hyderabad,Desktop,learn data analytics
A2962,Data Analytics Course,151.0,4966.0,223.67,15.0,3.0,0.046,1411.0,2024-11-09,Hydrebad,Tablet,analytics for data
A2963,Data Analytics Course,186.0,4790.0,233.42,10.0,3.0,0.046,1201.0,2024-11-25,Hyderabad,Desktop,data anaytics training
A2964,Data Analytics Course,143.0,4932.0,206.35,20.0,9.0,0.063,1132.0,2024-11-22,Hyderabad,Desktop,data analytics course
A2965,Data Analytics Course,180.0,3991.0,200.43,10.0,10.0,0.056,1427.0,2024-11-21,Hyderabad,Tablet,online data analytic
A2966,Data Analytics Course,141.0,3306.0,188.29,30.0,9.0,0.041,1561.0,2024-11-18,Hyderabad,Tablet,analytics for data
A2967,Data Analytics Course,80.0,3432.0,226.03,20.0,9.0,0.113,1254.0,2024-11-07,Hydrebad,Desktop,learn data analytics
A2968,Data Analytics Course,152.0,4683.0,223.33,12.0,7.0,0.046,1697.0,2024-11-18,Hydrebad,Tablet,data analytics course
A2969,DataAnalyticsCourse,189.0,3635.0,229.08,17.0,9.0,0.048,1225.0,2024-11-13,Hyderabad,Tablet,online data analytic
A2970,Data Analytics Course,121.0,4638.0,198.88,14.0,6.0,0.046,1964.0,2024-11-08,Hyderabad,Desktop,learn data analytics
A2971,Data Analytics Course,140.0,5095.0,223.77,28.0,7.0,0.05,1233.0,2024-11-14,Hyderabad,Tablet,learn data analytics
A2972,Data Analytics Course,183.0,5749.0,213.66,23.0,7.0,0.046,1187.0,2024-11-22,Hyderabad,Mobile,online data analytic
A2973,DataAnalyticsCourse,156.0,3964.0,184.42,22.0,6.0,0.038,1893.0,2024-11-30,Hyderabad,Tablet,online data analytic
A2974,DataAnalyticsCourse,136.0,5645.0,195.55,26.0,4.0,0.029,1773.0,2024-11-01,Hyderabad,Tablet,learn data analytics
A2975,Data Analytics Course,107.0,5272.0,223.18,16.0,8.0,0.075,1110.0,2024-11-28,Hydrebad,Desktop,learn data analytics
A2976,DataAnalyticsCourse,86.0,4824.0,231.61,20.0,7.0,0.046,1390.0,2024-11-10,Hyderabad,Tablet,data analitics online
A2977,Data Analytics Course,165.0,5455.0,191.75,30.0,5.0,0.03,1145.0,2024-11-02,Hyderabad,Desktop,data anaytics training
A2978,Data Analytics Course,145.0,3779.0,182.65,27.0,4.0,0.046,1364.0,2024-11-24,Hyderabad,Tablet,analytics for data
A2979,DataAnalyticsCourse,99.0,5981.0,243.89,16.0,9.0,0.091,1876.0,2024-11-11,Hydrebad,Desktop,data analitics online
A2980,Data Analytics Course,139.0,5954.0,216.02,27.0,10.0,0.046,1880.0,2024-11-28,Hyderabad,Desktop,data anaytics training
A2981,DataAnalyticsCourse,139.0,5055.0,215.57,19.0,8.0,0.058,1696.0,2024-11-29,Hyderabad,Tablet,online data analytic
A2982,DataAnalyticsCourse,153.0,4524.0,224.15,20.0,4.0,0.026,1083.0,2024-11-05,Hydrebad,Tablet,learn data analytics
A2983,DataAnalyticsCourse,184.0,5903.0,182.5,15.0,10.0,0.05,1230.0,2024-11-25,Hyderabad,Mobile,learn data analytics
A2984,DataAnalyticsCourse,119.0,5050.0,180.57,12.0,8.0,0.067,1243.0,2024-11-04,Hyderabad,Mobile,analytics for data
A2985,DataAnalyticsCourse,109.0,4816.0,182.9,27.0,8.0,0.046,1123.0,2024-11-21,Hydrebad,Desktop,data anaytics training
A2986,DataAnalyticsCourse,168.0,4070.0,222.99,29.0,7.0,0.046,1733.0,2024-11-12,Hyderabad,Mobile,data anaytics training
A2987,Data Analytics Course,139.0,5827.0,190.93,14.0,3.0,0.046,1731.0,2024-11-30,Hyderabad,Desktop,data analytics course
A2988,Data Analytics Course,82.0,4922.0,234.82,27.0,10.0,0.033,1556.0,2024-11-17,Hyderabad,Desktop,data anaytics training
A2989,DataAnalyticsCourse,112.0,4277.0,249.65,27.0,3.0,0.046,1953.0,2024-11-26,Hyderabad,Tablet,data analitics online
A2990,Data Analytics Course,99.0,3418.0,195.91,19.0,10.0,0.101,1242.0,2024-11-04,Hyderabad,Desktop,data anaytics training
A2991,DataAnalyticsCourse,89.0,3363.0,220.07,26.0,7.0,0.046,1939.0,2024-11-09,Hyderabad,Desktop,data analytics course
A2992,Data Analytics Course,154.0,4828.0,233.39,24.0,6.0,0.046,1661.0,2024-11-02,Hydrebad,Tablet,learn data analytics
A2993,Data Analytics Course,155.0,4135.0,226.66,26.0,7.0,0.057,1442.0,2024-11-22,Hyderabad,Tablet,analytics for data
A2994,Data Analytics Course,188.0,5254.0,190.43,27.0,7.0,0.037,1821.0,2024-11-16,Hyderabad,Desktop,online data analytic
A2995,DataAnalyticsCourse,83.0,4439.0,232.13,28.0,7.0,0.084,1570.0,2024-11-19,Hyderabad,Mobile,data anaytics training
A2996,Data Analytics Course,127.0,3053.0,183.57,10.0,8.0,0.063,1669.0,2024-11-13,Hyderabad,Tablet,data analytics course
A2997,Data Analytics Course,141.0,5550.0,213.82,20.0,10.0,0.046,1545.0,2024-11-15,Hyderabad,Tablet,data analitics online
A2998,Data Analytics Course,149.0,4678.0,241.41,11.0,6.0,0.046,1106.0,2024-11-04,Hydrebad,Desktop,analytics for data
A2999,Data Analytics Course,152.0,3036.0,210.78,12.0,6.0,0.046,1074.0,2024-11-10,Hyderabad,Tablet,data analitics online
A3000,Data Analytics Course,123.0,5050.0,247.93,11.0,8.0,0.065,1755.0,2024-11-29,Hydrebad,Tablet,analytics for data
A3001,Data Analytics Course,137.0,5057.0,194.11,11.0,6.0,0.044,1206.0,2024-11-09,Hyderabad,Desktop,data analytics course
A3002,Data Analytics Course,93.0,5346.0,197.78,15.0,8.0,0.086,1036.0,2024-11-15,Hyderabad,Tablet,data analitics online
A3003,Data Analytics Course,150.0,5580.0,204.73,24.0,10.0,0.067,1505.0,2024-11-17,Hyderabad,Tablet,data analytics course
A3004,Data Analytics Course,122.0,3351.0,196.49,13.0,3.0,0.025,1362.0,2024-11-30,Hyderabad,Desktop,data analytics course
A3005,Data Analytics Course,168.0,3128.0,184.27,30.0,7.0,0.046,1957.0,2024-11-01,Hyderabad,Tablet,data analytics course
A3006,Data Analytics Course,113.0,4518.5,215.57,26.0,8.0,0.071,1285.0,2024-11-12,Hydrebad,Mobile,data analytics course
A3007,DataAnalyticsCourse,124.0,5402.0,222.16,21.0,7.0,0.059,1091.0,2024-11-27,Hyderabad,Desktop,data anaytics training
A3008,Data Analytics Course,95.0,4653.0,193.63,17.0,4.0,0.042,1688.0,2024-11-27,Hyderabad,Desktop,data analytics course
A3009,Data Analytics Course,185.0,4599.0,248.28,15.0,5.0,0.027,1673.0,2024-11-06,Hydrebad,Desktop,data analitics online
A3010,Data Analytics Course,144.0,3120.0,221.66,24.0,7.0,0.046,1061.0,2024-11-13,Hyderabad,Mobile,data anaytics training
A3011,Data Analytics Course,175.0,3521.0,210.11,14.0,9.0,0.051,1140.0,2024-11-28,Hydrebad,Mobile,analytics for data
A3012,Data Analytics Course,88.0,5823.0,246.67,12.0,9.0,0.102,1514.0,2024-11-01,Hydrebad,Mobile,data analytics course
A3013,Data Analytics Course,90.0,5569.0,196.6,27.0,4.0,0.053,1516.0,2024-11-20,Hyderabad,Desktop,data analitics online
A3014,Data Analytics Course,94.0,4255.0,221.06,13.0,5.0,0.053,1623.0,2024-11-20,Hyderabad,Desktop,learn data analytics
A3015,DataAnalyticsCourse,191.0,4910.0,232.7,14.0,10.0,0.052,1080.0,2024-11-03,Hyderabad,Tablet,analytics for data
A3016,Data Analytics Course,167.0,5675.0,222.56,15.0,4.0,0.024,1862.0,2024-11-17,Hydrebad,Tablet,analytics for data
A3017,Data Analytics Course,136.0,3777.0,186.5,11.0,4.0,0.029,1027.0,2024-11-05,Hyderabad,Mobile,learn data analytics
A3018,Data Analytics Course,110.0,5790.0,215.57,23.0,9.0,0.046,1463.0,2024-11-08,Hyderabad,Tablet,data analitics online
A3019,DataAnalyticsCourse,171.0,3055.0,215.57,26.0,5.0,0.029,1701.0,2024-11-18,Hyderabad,Mobile,data anaytics training
A3020,Data Analytics Course,134.0,5620.0,231.4,28.0,7.0,0.052,1499.0,2024-11-29,Hyderabad,Desktop,data anaytics training
A3021,Data Analytics Course,170.0,4594.0,193.2,27.0,9.0,0.053,1319.0,2024-11-27,Hyderabad,Mobile,analytics for data
A3022,Data Analytics Course,151.0,4907.0,248.32,10.0,4.0,0.026,1948.0,2024-11-23,Hyderabad,Desktop,data analytics course
A3023,Data Analytics Course,124.0,5437.0,180.54,29.0,7.0,0.046,1564.0,2024-11-09,Hyderabad,Desktop,analytics for data
A3024,Data Analytics Course,88.0,4794.0,242.28,11.0,3.0,0.034,1210.0,2024-11-07,Hydrebad,Mobile,data anaytics training
A3025,DataAnalyticsCourse,118.0,5326.0,199.76,19.0,8.0,0.068,1195.0,2024-11-24,Hydrebad,Tablet,analytics for data
A3026,DataAnalyticsCourse,160.0,5642.0,200.82,25.0,7.0,0.046,1505.0,2024-11-29,Hyderabad,Mobile,learn data analytics
A3027,DataAnalyticsCourse,112.0,4594.0,236.12,29.0,8.0,0.071,1569.0,2024-11-23,Hydrebad,Mobile,data anaytics training
A3028,Data Analytics Course,186.0,4352.0,223.95,29.0,3.0,0.016,1290.0,2024-11-06,Hyderabad,Mobile,data anaytics training
A3029,Data Analytics Course,139.0,4220.0,206.02,21.0,5.0,0.036,1671.0,2024-11-21,Hyderabad,Desktop,learn data analytics
A3030,Data Analytics Course,164.0,4909.0,245.06,13.0,3.0,0.045,1601.0,2024-11-04,Hyderabad,Mobile,learn data analytics
A3031,Data Analytics Course,89.0,3148.0,219.25,13.0,4.0,0.045,1533.0,2024-11-06,Hydrebad,Desktop,data analitics online
A3032,DataAnalyticsCourse,107.0,3105.0,195.46,20.0,10.0,0.037,1455.0,2024-11-19,Hydrebad,Mobile,data analitics online
A3033,Data Analytics Course,179.0,5062.0,214.66,18.0,4.0,0.05,1815.0,2024-11-24,Hydrebad,Mobile,data analytics course
A3034,DataAnalyticsCourse,136.0,4096.0,228.79,19.0,10.0,0.039,1054.0,2024-11-26,Hyderabad,Desktop,data anaytics training
A3035,Data Analytics Course,140.0,4283.0,205.02,22.0,7.0,0.046,1674.0,2024-11-11,Hyderabad,Mobile,data analytics course
A3036,DataAnalyticsCourse,137.0,4189.0,208.84,17.0,7.0,0.046,1211.0,2024-11-09,Hyderabad,Mobile,online data analytic
A3037,Data Analytics Course,199.0,4818.0,230.19,11.0,7.0,0.038,1714.0,2024-11-08,Hyderabad,Desktop,online data analytic
A3038,Data Analytics Course,95.0,5256.0,235.84,12.0,8.0,0.052,1324.0,2024-11-24,Hydrebad,Mobile,data anaytics training
A3039,Data Analytics Course,182.0,3980.0,191.75,16.0,5.0,0.027,1050.0,2024-11-08,Hyderabad,Tablet,online data analytic
A3040,Data Analytics Course,132.0,4359.0,237.12,29.0,3.0,0.046,1872.0,2024-11-01,Hyderabad,Mobile,online data analytic
A3041,Data Analytics Course,139.0,5326.0,241.7,29.0,5.0,0.036,1423.0,2024-11-08,Hyderabad,Mobile,analytics for data
A3042,Data Analytics Course,134.0,5614.0,220.52,14.0,6.0,0.036,1505.0,2024-11-15,Hydrebad,Desktop,data analitics online
A3043,Data Analytics Course,166.0,3746.0,213.81,16.0,5.0,0.03,1750.0,2024-11-08,Hyderabad,Mobile,data analitics online
A3044,Data Analytics Course,121.0,5608.0,219.92,19.0,4.0,0.049,1209.0,2024-11-14,Hydrebad,Tablet,data anaytics training
A3045,Data Analytics Course,173.0,4582.0,204.99,17.0,5.0,0.029,1703.0,2024-11-21,Hydrebad,Desktop,data anaytics training
A3046,Data Analytics Course,132.0,4438.0,232.68,24.0,7.0,0.046,1959.0,2024-11-09,Hyderabad,Desktop,analytics for data
A3047,DataAnalyticsCourse,136.0,5011.0,236.62,25.0,5.0,0.037,1582.0,2024-11-03,Hydrebad,Mobile,data analytics course
A3048,Data Analytics Course,174.0,5864.0,190.45,26.0,5.0,0.045,1508.0,2024-11-27,Hydrebad,Mobile,data anaytics training
A3049,Data Analytics Course,168.0,5114.0,186.75,10.0,3.0,0.018,1530.0,2024-11-18,Hyderabad,Desktop,online data analytic
A3050,Data Analytics Course,117.0,5658.0,191.48,13.0,3.0,0.032,1779.0,2024-11-25,Hyderabad,Mobile,learn data analytics
A3051,Data Analytics Course,187.0,4876.0,192.2,16.0,5.0,0.027,1396.0,2024-11-09,Hyderabad,Tablet,analytics for data
A3052,Data Analytics Course,139.0,5139.0,212.2,20.0,10.0,0.046,1613.0,2024-11-18,Hydrebad,Tablet,online data analytic
A3053,Data Analytics Course,139.0,5470.0,210.97,20.0,7.0,0.046,1928.0,2024-11-21,Hydrebad,Desktop,data analitics online
A3054,DataAnalyticsCourse,112.0,5143.0,242.96,18.0,3.0,0.027,1029.0,2024-11-07,Hyderabad,Mobile,data anaytics training
A3055,Data Analytics Course,124.0,4518.5,209.92,15.0,4.0,0.032,1505.0,2024-11-25,Hyderabad,Desktop,data analitics online
A3056,Data Analytics Course,132.0,4769.0,236.41,15.0,4.0,0.03,1505.0,2024-11-26,Hydrebad,Tablet,analytics for data
A3057,Data Analytics Course,167.0,3366.0,213.02,28.0,4.0,0.059,1159.0,2024-11-14,Hydrebad,Mobile,data analytics course
A3058,DataAnalyticsCourse,165.0,5228.0,199.73,27.0,3.0,0.04,1829.0,2024-11-05,Hyderabad,Mobile,analytics for data
A3059,DataAnalyticsCourse,108.0,4266.0,220.02,24.0,5.0,0.046,1282.0,2024-11-23,Hyderabad,Mobile,data anaytics training
A3060,Data Analytics Course,182.0,5102.0,226.22,16.0,10.0,0.06,1600.0,2024-11-07,Hyderabad,Mobile,data analytics course
A3061,Data Analytics Course,91.0,3787.0,226.17,26.0,8.0,0.088,1493.0,2024-11-10,Hydrebad,Tablet,data analytics course
A3062,Data Analytics Course,194.0,4598.0,233.86,25.0,4.0,0.046,1565.0,2024-11-05,Hydrebad,Tablet,data analitics online
A3063,Data Analytics Course,189.0,5404.0,218.41,17.0,10.0,0.053,1418.0,2024-11-24,Hyderabad,Mobile,learn data analytics
A3064,Data Analytics Course,85.0,4432.0,214.79,22.0,7.0,0.082,1262.0,2024-11-23,Hyderabad,Tablet,data analitics online
A3065,DataAnalyticsCourse,162.0,4016.0,224.48,28.0,10.0,0.041,1060.0,2024-11-19,Hydrebad,Mobile,data anaytics training
A3066,Data Analytics Course,139.0,5379.0,248.46,28.0,5.0,0.046,1881.0,2024-11-27,Hydrebad,Desktop,online data analytic
A3067,Data Analytics Course,88.0,5093.0,222.28,13.0,9.0,0.05,1185.0,2024-11-09,Hyderabad,Desktop,online data analytic
A3068,Data Analytics Course,121.0,5092.0,219.15,21.0,6.0,0.05,1864.0,2024-11-04,Hyderabad,Desktop,analytics for data
A3069,Data Analytics Course,81.0,3015.0,218.69,10.0,7.0,0.086,1550.0,2024-11-27,Hyderabad,Desktop,learn data analytics
A3070,Data Analytics Course,125.0,3745.0,206.93,24.0,3.0,0.024,1619.0,2024-11-08,Hyderabad,Tablet,data analytics course
A3071,Data Analytics Course,188.0,5046.0,202.52,18.0,10.0,0.06,1625.0,2024-11-05,Hyderabad,Tablet,online data analytic
A3072,Data Analytics Course,99.0,4032.0,186.45,19.0,5.0,0.046,1074.0,2024-11-03,Hyderabad,Desktop,data analytics course
A3073,Data Analytics Course,170.0,3879.0,245.0,29.0,7.0,0.046,1202.0,2024-11-26,Hydrebad,Tablet,data analytics course
A3074,Data Analytics Course,105.0,4968.0,188.38,14.0,5.0,0.046,1135.0,2024-11-21,Hydrebad,Tablet,learn data analytics
A3075,Data Analytics Course,173.0,5872.0,190.3,24.0,5.0,0.029,1953.0,2024-11-26,Hyderabad,Tablet,data analitics online
A3076,DataAnalyticsCourse,186.0,3058.0,230.71,27.0,7.0,0.038,1505.0,2024-11-23,Hyderabad,Mobile,analytics for data
A3077,Data Analytics Course,143.0,3109.0,246.92,22.0,5.0,0.035,1589.0,2024-11-13,Hyderabad,Tablet,learn data analytics
A3078,Data Analytics Course,124.0,5415.0,217.55,20.0,4.0,0.032,1258.0,2024-11-27,Hyderabad,Desktop,data analitics online
A3079,DataAnalyticsCourse,154.0,5633.0,245.95,29.0,7.0,0.035,1604.0,2024-11-03,Hyderabad,Tablet,learn data analytics
A3080,DataAnalyticsCourse,85.0,5402.0,191.95,18.0,7.0,0.082,1002.0,2024-11-26,Hydrebad,Desktop,data anaytics training
A3081,Data Analytics Course,167.0,4059.0,209.18,17.0,4.0,0.024,1742.0,2024-11-16,Hydrebad,Tablet,learn data analytics
A3082,Data Analytics Course,139.0,3172.0,227.83,20.0,10.0,0.072,1130.0,2024-11-28,Hyderabad,Tablet,analytics for data
A3083,DataAnalyticsCourse,193.0,5716.0,224.53,19.0,9.0,0.047,1167.0,2024-11-13,Hyderabad,Desktop,online data analytic
A3084,DataAnalyticsCourse,127.0,4816.0,245.25,23.0,3.0,0.049,1985.0,2024-11-07,Hydrebad,Tablet,learn data analytics
A3085,DataAnalyticsCourse,80.0,3742.0,247.16,20.0,10.0,0.055,1686.0,2024-11-08,Hyderabad,Tablet,analytics for data
A3086,Data Analytics Course,174.0,4469.0,215.98,14.0,8.0,0.046,1619.0,2024-11-07,Hyderabad,Desktop,online data analytic
A3087,DataAnalyticsCourse,127.0,3454.0,209.19,19.0,10.0,0.058,1937.0,2024-11-05,Hyderabad,Desktop,data anaytics training
A3088,Data Analytics Course,151.0,3702.0,245.02,22.0,9.0,0.06,1983.0,2024-11-04,Hyderabad,Tablet,learn data analytics
A3089,Data Analytics Course,113.0,4258.0,232.25,16.0,10.0,0.088,1374.0,2024-11-24,Hyderabad,Mobile,online data analytic
A3090,DataAnalyticsCourse,159.0,4047.0,205.62,24.0,3.0,0.05,1177.0,2024-11-09,Hydrebad,Tablet,analytics for data
A3091,Data Analytics Course,197.0,3319.0,215.83,26.0,10.0,0.051,1342.0,2024-11-18,Hyderabad,Desktop,analytics for data
A3092,Data Analytics Course,106.0,5661.0,181.96,17.0,3.0,0.028,1250.0,2024-11-11,Hydrebad,Desktop,data analitics online
A3093,Data Analytics Course,143.0,4914.0,222.69,12.0,7.0,0.05,1280.0,2024-11-12,Hydrebad,Desktop,analytics for data
